credits1,credits2,credits_earned1,credits_earned2,session1,winter_ac_standing,GPA_year1,GPA_year2,CGPA_year1,CGPA_year2,totcredits_year1,totcredits_year2,goodstanding_year1,goodstanding_year2,winter_ac_stand_year1,winter_ac_stand_year2,fallreg_year1,fallreg_year2,act_fallreg_year1,act_fallreg_year2,summerreg_year1,summerreg_year2,sex,mtongue,identifier,age_at_entry,bpl_north_america,bpl_asia,canadian,bpl_other,firstyear,yearstodegree,gradin4,gradin5,gradin6,gradin4orcont,cumcredits1,cumcredits2,prog_science,prog_socsci_bus,prog_socscihum,prog_unknown,english,noenglish,french,other_lang,female,male,gpacutoff,dist_from_cut,year2_dist_from_cut,CGPA_final,nextGPA,nextCGPA,probation_year1,probation_year2,probation_summer1,probation_summer2,probation_ever,suspended_year1,suspended_summer1,suspended_year2,suspended_summer2,suspended_ever,loc_campus1,loc_campus2,loc_campus3,all,left_school,gpalscutoff,gpaXgpalscutoff,gpaXgpagrcutoff,gpasqXgpagrcutoff,dist_from_cut_med10,dist_from_cut_med05,dist_from_cut_med025,hsgrade_pct,veryhighHS,highHS,lowHS,maleXhighHS,femaleXhighHS,maleXlowabil,femaleXlowabil,clustervar,summer,gender,birthplace,study_campus,first_language,on_probation_after_1st_year,ever_on_probation,left_university_after_1st_evaluation,ever_suspended,graduated_by_year4,graduated_by_year5,graduated_by_year6,all_students,status
2.5,3,2,3,19989,OKAY,1.5499999523162842,2.240000009536743,1.5499999523162842,1.9299999475479126,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,147456,19,1,0,1,0,1998,4,1,1,1,1,2,5,0,NA,0,1,0,1,0,1,1,0,1.5,0.05000000074505806,0.7400000095367432,2.0899999141693115,0.5,0.13999998569488525,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,24,0,0,1,0,0,0,1,0.05000000074505806,1,Female,North America,Campus 1,Other,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
2,2.5,2,2.5,19989,OKAY,1.600000023841858,1.7699999809265137,1.600000023841858,1.4800000190734863,4,3.5,1,0,OKAY,PROB,1,1,REG,REG,1,0,F,French,147475,18,1,0,1,0,1998,4,1,1,1,1,2,4.5,0,NA,0,1,0,1,1,0,1,0,1.5,0.10000000149011612,0.27000001072883606,1.5499999523162842,-1.5,-0.2200000286102295,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,34,0,0,1,0,0,0,1,0.10000000149011612,1,Female,North America,Campus 2,NA,No,Yes,No,No,Yes,Yes,Yes,All Students,In Good Standing
2.5,3.5,2.5,3.5,20019,OKAY,1.5499999523162842,2.359999895095825,1.5499999523162842,1.9600000381469727,4,5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,147496,18,0,1,0,0,2001,NA,0,NA,NA,1,2.5,6,0,1,1,0,0,1,0,1,1,0,1.5,0.05000000074505806,0.8600000143051147,2.2899999618530273,0.5,0.10000002384185791,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.04999995231628418,0.0024999952875077724,0.05000000074505806,0.07500000298023224,0.05249999836087227,34,0,0,1,0,0,0,1,0.05000000074505806,1,Female,Asia,Campus 1,Other,No,No,No,No,No,NA,NA,All Students,In Good Standing
2.5,1.5,2.5,1.5,19989,OKAY,1.5,2.430000066757202,1.5,1.809999942779541,4,2,1,1,OKAY,OKAY,1,1,REG,REG,0,1,M,Other,147524,19,1,0,1,0,1998,NA,0,0,0,1,2.5,4,0,NA,0,1,0,1,0,1,0,1,1.5,0,0.9300000071525574,NA,0.9300000667572021,0.309999942779541,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,5,0,0,1,0,0,1,0,0,0,Male,North America,Campus 2,Other,No,No,No,No,No,No,No,All Students,In Good Standing
2,2,1.5,2,19999,OKAY,1.5800000429153442,1.8300000429153442,1.5800000429153442,1.7000000476837158,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,147546,18,1,0,1,0,1999,5,0,1,1,1,1.5,3.5,0,0,1,0,1,0,0,0,1,0,1.5,0.07999999821186066,0.33000001311302185,2,0.33000004291534424,0.20000004768371582,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08000004291534424,0.006400006823241711,0.05000000074505806,0.07500000298023224,0.0925000011920929,52,0,1,0,0,1,0,0,0.07999999821186066,0,Female,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2.5,3,2.5,3,20009,OKAY,1.6100000143051147,3,1.6100000143051147,2.3299999237060547,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,147633,17,1,0,1,0,2000,NA,0,0,NA,0,2.5,5.5,1,0,0,0,1,0,0,0,1,0,1.5,0.10999999940395355,1.5,NA,0.7300000190734863,0.2799999713897705,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.11000001430511475,0.012100002728402615,0.15000000596046448,0.125,0.11249999701976776,78,1,1,0,0,1,0,0,0.10999999940395355,1,Female,North America,Campus 1,English,No,No,No,No,No,No,NA,All Students,In Good Standing
2,2.5,1.5,2.5,19989,PROB,1.4299999475479126,2.9200000762939453,1.4299999475479126,2,4,3.5,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,Other,147640,19,1,0,1,0,1998,4.5,0,1,1,0,1.5,4,0,NA,0,1,0,1,0,1,1,0,1.5,-0.07000000029802322,1.4199999570846558,1.7000000476837158,1.4200000762939453,0.5,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,45,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,North America,Campus 1,Other,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
3,0,2.5,0,19979,PROB,1.409999966621399,NA,1.409999966621399,NA,4.5,NA,0,0,PROB,,1,0,REG,NOREG,1,0,M,English,147656,19,1,0,1,0,1997,NA,0,0,0,1,2.5,2.5,0,NA,0,1,1,0,0,0,0,1,1.5,-0.09000000357627869,NA,NA,-0.800000011920929,-0.15999996662139893,1,NA,0,NA,1,0,1,NA,NA,1,1,0,0,1,0,1,-0.09000003337860107,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,19,0,0,1,0,0,1,0,-0.09000000357627869,1,Male,North America,Campus 1,English,Yes,Yes,No,Yes,No,No,No,All Students,On Academic Probation
2,2,1.5,2,20009,PROB,1.3300000429153442,1.6799999475479126,1.3300000429153442,1.5,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,147660,18,1,0,1,0,2000,5,0,1,NA,1,1.5,3.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.17000000178813934,0.18000000715255737,1.9900000095367432,0.1799999475479126,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.16999995708465576,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,34,0,0,1,0,0,0,1,-0.17000000178813934,0,Female,North America,Campus 1,English,Yes,Yes,No,No,No,Yes,NA,All Students,On Academic Probation
2.5,3.5,2,3.5,19979,OKAY,1.7899999618530273,3.180000066757202,1.7899999618530273,2.5899999141693115,4.5,6,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,English,147665,18,1,0,1,0,1997,4,1,1,1,1,2,5.5,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.1899999976158142,1.5800000429153442,2.809999942779541,1.5800000429153442,0.9899998903274536,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.18999993801116943,0.03609997779130936,0.15000000596046448,0.17499999701976776,0.19249999523162842,66,0,1,0,1,0,0,0,0.1899999976158142,0,Male,North America,Campus 3,English,No,No,No,No,Yes,Yes,Yes,All Students,In Good Standing
3,2,3,2,20029,OKAY,1.5299999713897705,1.850000023841858,1.5299999713897705,1.7000000476837158,4.5,3,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,147714,19,1,0,1,0,2002,NA,NA,NA,NA,NA,3,5,1,0,0,0,1,0,0,0,1,0,1.5,0.029999999329447746,0.3499999940395355,NA,0.7999999523162842,0.11000001430511475,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,72,0,1,0,0,1,0,0,0.029999999329447746,1,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,2.5,2.5,2.5,19989,OKAY,1.6799999475479126,2.509999990463257,1.6799999475479126,2.069999933242798,4.5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,147731,19,1,0,1,0,1998,6.5,0,0,0,1,2.5,5,0,NA,0,1,1,0,0,0,1,0,1.5,0.18000000715255737,1.0099999904632568,NA,1.0099999904632568,0.5699999332427979,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,14,0,0,1,0,0,0,1,0.18000000715255737,0,Female,North America,Campus 1,English,No,No,No,No,No,No,No,All Students,In Good Standing
3.5,3.5,3,3.5,20019,PROB,1.4299999475479126,2.690000057220459,1.4299999475479126,1.9500000476837158,5,4.5,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,147750,19,1,0,1,0,2001,NA,0,NA,NA,1,3,6.5,0,1,1,0,1,0,0,0,1,0,1.5,-0.07000000029802322,1.190000057220459,2.390000104904175,1.190000057220459,0.4500000476837158,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,44,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,North America,Campus 2,English,Yes,Yes,No,No,No,NA,NA,All Students,On Academic Probation
2.5,2,2.5,2,20039,OKAY,1.6799999475479126,1.8799999952316284,1.6799999475479126,1.7599999904632568,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,147774,17,0,0,0,1,2003,NA,NA,NA,NA,NA,2.5,4.5,0,1,1,0,1,0,0,0,1,0,1.5,0.18000000715255737,0.3799999952316284,NA,0.3799999952316284,0.25999999046325684,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,37,0,0,1,0,0,0,1,0.18000000715255737,0,Female,Other,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,1.5,1.5,1.5,19989,OKAY,1.5800000429153442,2.7699999809265137,1.5800000429153442,2.3299999237060547,4,3,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,147843,19,1,0,1,0,1998,5,0,1,1,1,1.5,3,0,NA,0,1,1,0,0,0,1,0,1.5,0.07999999821186066,1.2699999809265137,3.049999952316284,2.5,0.559999942779541,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.08000004291534424,0.006400006823241711,0.05000000074505806,0.07500000298023224,0.0925000011920929,60,0,1,0,0,1,0,0,0.07999999821186066,1,Female,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
3.5,4,3,4,19989,OKAY,1.5,1.7699999809265137,1.5,1.6299999952316284,5,4.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,M,Other,147847,19,0,0,0,1,1998,6,0,0,1,1,3,7,0,NA,0,1,0,1,0,1,0,1,1.5,0,0.27000001072883606,NA,0.26999998092651367,0.12999999523162842,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,6,0,0,1,0,0,1,0,0,0,Male,Other,Campus 1,Other,No,No,No,No,No,No,Yes,All Students,In Good Standing
3,0,3,0,19999,PROB,1.440000057220459,NA,1.440000057220459,NA,4.5,0,0,0,PROB,,1,0,REG,FINCA,0,0,M,English,147882,19,1,0,1,0,1999,NA,0,0,0,0,3,3,0,1,1,0,1,0,0,0,0,1,1.5,-0.05999999865889549,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,1,1,-0.059999942779541016,0,0,-0.05000000074505806,-0.07500000298023224,-0.04749999940395355,52,0,1,0,1,0,0,0,-0.05999999865889549,0,Male,North America,Campus 1,English,Yes,Yes,Yes,No,No,No,No,All Students,On Academic Probation
2,0,2,0,19989,OKAY,1.5299999713897705,NA,1.5299999713897705,NA,4,1,1,0,OKAY,,1,1,REG,DEREG,0,0,M,English,147892,19,1,0,1,0,1998,6,0,0,1,1,2,2,0,NA,0,1,1,0,0,0,0,1,1.5,0.029999999329447746,NA,NA,NA,NA,0,NA,0,NA,1,0,0,NA,NA,0,0,1,0,1,0,0,0,0.029999971389770508,8.999982965178788e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,11,0,0,1,0,0,1,0,0.029999999329447746,0,Male,North America,Campus 2,English,No,Yes,No,No,No,No,Yes,All Students,In Good Standing
3,3,3,3,20029,OKAY,1.690000057220459,2.4600000381469727,1.690000057220459,2.119999885559082,4,5,1,1,OKAY,OKAY,1,1,REG,REG,0,1,F,English,147981,19,1,0,1,0,2002,NA,NA,NA,NA,NA,3,6,1,0,0,0,1,0,0,0,1,0,1.5,0.1899999976158142,0.9599999785423279,NA,0.9600000381469727,0.619999885559082,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.19000005722045898,0.03610002249479294,0.15000000596046448,0.17499999701976776,0.19249999523162842,20,0,0,1,0,0,0,1,0.1899999976158142,0,Female,North America,Campus 2,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
1.75,0,1.25,0,20019,OKAY,1.7899999618530273,NA,1.7899999618530273,NA,3.5,0,1,0,OKAY,,1,0,REG,FINCA,0,0,M,English,148028,20,1,0,1,0,2001,NA,0,NA,NA,0,1.25,1.25,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.1899999976158142,NA,NA,NA,NA,0,NA,0,NA,0,0,0,NA,NA,0,0,0,1,1,1,0,0,0.18999993801116943,0.03609997779130936,0.15000000596046448,0.17499999701976776,0.19249999523162842,2,0,0,1,0,0,1,0,0.1899999976158142,0,Male,North America,Campus 3,English,No,No,Yes,No,No,NA,NA,All Students,In Good Standing
2.5,2,2.5,2,19999,OKAY,1.600000023841858,1.5499999523162842,1.600000023841858,1.5800000429153442,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,148067,19,1,0,1,0,1999,5,0,1,1,1,2.5,4.5,1,0,0,0,1,0,0,0,1,0,1.5,0.10000000149011612,0.05000000074505806,2.0799999237060547,0.04999995231628418,0.08000004291534424,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,61,0,1,0,0,1,0,0,0.10000000149011612,0,Female,North America,Campus 1,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2,2,2,2,20009,PROB,1.4299999475479126,2.2699999809265137,1.4299999475479126,1.850000023841858,4,3,0,1,PROB,OKAY,1,1,REG,REG,1,0,F,English,148094,19,1,0,1,0,2000,NA,0,0,NA,1,2,4,0,1,1,0,1,0,0,0,1,0,1.5,-0.07000000029802322,0.7699999809265137,NA,1.2000000476837158,0.0700000524520874,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,19,0,0,1,0,0,0,1,-0.07000000029802322,1,Female,North America,Campus 2,English,Yes,Yes,No,No,No,No,NA,All Students,On Academic Probation
2.5,2.5,2.5,2.5,19999,OKAY,1.5,2.4000000953674316,1.5,1.850000023841858,4,3,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,Other,148097,18,1,0,1,0,1999,5.5,0,0,1,1,2.5,5,0,0,1,0,0,1,0,1,1,0,1.5,0,0.8999999761581421,NA,0.16999995708465576,0.04999995231628418,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0.05000000074505806,0.02500000037252903,0.012500000186264515,2,0,0,1,0,0,0,1,0,1,Female,North America,Campus 2,Other,No,No,No,No,No,No,Yes,All Students,In Good Standing
2,4,2,2,20029,OKAY,1.75,0.3499999940395355,1.75,1.149999976158142,4,4,1,0,OKAY,S12,1,1,REG,REG,1,0,M,English,148109,19,1,0,1,0,2002,NA,NA,NA,NA,NA,2,4,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,0.15000000596046448,-1.25,NA,1.100000023841858,0.25999999046325684,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,8,0,0,1,0,0,1,0,0.15000000596046448,1,Male,North America,Campus 3,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,3,2.5,3,19969,PROB,1.399999976158142,1.9900000095367432,1.399999976158142,1.659999966621399,5,4,0,1,PROB,OKAY,1,1,REG,REG,0,0,F,English,148126,19,1,0,1,0,1996,4,1,1,1,1,2.5,5.5,0,NA,0,1,1,0,0,0,1,0,1.5,-0.10000000149011612,0.49000000953674316,2.299999952316284,0.49000000953674316,0.15999996662139893,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,41,0,0,1,0,0,0,1,-0.10000000149011612,0,Female,North America,Campus 1,English,Yes,Yes,No,No,Yes,Yes,Yes,All Students,On Academic Probation
3,2.5,3,2.5,19989,OKAY,1.6399999856948853,2.75,1.6399999856948853,1.9600000381469727,5,3.5,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,148188,19,1,0,1,0,1998,6,1,0,1,1,3,5.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.14000000059604645,1.25,NA,1.25,0.46000003814697266,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.13999998569488525,0.019599996507167816,0.15000000596046448,0.125,0.1525000035762787,15,0,0,1,0,0,0,1,0.14000000059604645,0,Female,North America,Campus 2,English,No,No,No,No,Yes,No,Yes,All Students,In Good Standing
2.5,3,2,3,19979,PROB,1.399999976158142,NA,1.399999976158142,NA,5,0,0,0,PROB,,1,0,REG,CANC,0,0,F,Other,148194,17,0,1,0,0,1997,NA,0,0,0,1,2,5,0,NA,0,1,0,1,0,1,1,0,1.5,-0.10000000149011612,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,0,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,50,0,0,1,0,0,0,1,-0.10000000149011612,0,Female,Asia,Campus 1,Other,Yes,Yes,No,No,No,No,No,All Students,On Academic Probation
1.5,2,1.5,1.5,19999,OKAY,1.6699999570846558,1.25,1.6699999570846558,1.4299999475479126,3.5,4,1,0,OKAY,PROB,1,1,REG,REG,0,0,F,English,148209,18,1,0,1,0,1999,4,1,1,1,1,1.5,3,1,0,0,0,1,0,0,0,1,0,1.600000023841858,0.07000000029802322,-0.3499999940395355,1.8799999952316284,-0.3500000238418579,-0.1700000762939453,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0.06999993324279785,0.0048999907448887825,0.05000000074505806,0.07500000298023224,0.07249999791383743,2,0,0,1,0,0,0,1,0.07000000029802322,0,Female,North America,Campus 3,English,No,Yes,No,No,Yes,Yes,Yes,All Students,In Good Standing
3,3.5,3,3.5,20019,OKAY,1.559999942779541,3.0999999046325684,1.559999942779541,2.3299999237060547,4,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,English,148237,19,1,0,1,0,2001,NA,0,NA,NA,1,3,6.5,0,0,1,0,1,0,0,0,1,0,1.5,0.05999999865889549,1.600000023841858,2.8499999046325684,1.5999999046325684,0.8299999237060547,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.059999942779541016,0.003599993186071515,0.05000000074505806,0.07500000298023224,0.07249999791383743,39,0,0,1,0,0,0,1,0.05999999865889549,0,Female,North America,Campus 2,English,No,No,No,No,No,NA,NA,All Students,In Good Standing
2.5,2.5,2,2.5,20039,OKAY,1.5199999809265137,2.9600000381469727,1.5199999809265137,2.1600000858306885,5,4,1,1,OKAY,OKAY,1,1,REG,REG,0,0,F,Other,148268,18,1,0,1,0,2003,NA,NA,NA,NA,NA,2,4.5,0,0,1,0,0,1,0,1,1,0,1.5,0.019999999552965164,1.4600000381469727,NA,1.4600000381469727,0.6600000858306885,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.019999980926513672,3.999992331955582e-4,0.05000000074505806,0.02500000037252903,0.032499998807907104,78,1,1,0,0,1,0,0,0.019999999552965164,0,Female,North America,Campus 1,Other,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2.5,3,2,3,20019,OKAY,1.600000023841858,2.0899999141693115,1.600000023841858,1.8600000143051147,5,5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,148293,19,1,0,1,0,2001,4,1,NA,NA,1,2,5,0,0,1,0,1,0,0,0,1,0,1.5,0.10000000149011612,0.5899999737739563,2.1600000858306885,0.5,0.16999995708465576,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,22,0,0,1,0,0,0,1,0.10000000149011612,1,Female,North America,Campus 1,English,No,No,No,No,Yes,NA,NA,All Students,In Good Standing
2.5,2.5,1.5,2.5,20009,OKAY,1.6399999856948853,1.7999999523162842,1.6399999856948853,1.5700000524520874,4.5,4,1,1,OKAY,OKAY,1,1,REG,REG,1,0,F,English,148351,19,0,0,0,1,2000,NA,0,0,NA,0,1.5,4,1,0,0,0,1,0,0,0,1,0,1.5,0.14000000059604645,0.30000001192092896,NA,-1.149999976158142,-0.09000003337860107,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0.13999998569488525,0.019599996507167816,0.15000000596046448,0.125,0.1525000035762787,65,0,1,0,0,1,0,0,0.14000000059604645,1,Female,Other,Campus 1,English,No,Yes,No,No,No,No,NA,All Students,In Good Standing
2,3,2,3,19979,PROB,1.4299999475479126,1.559999942779541,1.4299999475479126,1.4900000095367432,4,4,0,0,PROB,SUS1,1,1,REG,REG,0,0,F,English,148388,19,1,0,1,0,1997,6,0,0,1,1,2,5,0,NA,0,1,1,0,0,0,1,0,1.5,-0.07000000029802322,0.05999999865889549,NA,0.059999942779541016,-0.009999990463256836,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,15,0,0,1,0,0,0,1,-0.07000000029802322,0,Female,North America,Campus 2,English,Yes,Yes,No,Yes,No,No,Yes,All Students,On Academic Probation
1.75,2.5,1.25,2.5,20019,PROB,1.5299999713897705,1.4600000381469727,1.5299999713897705,1.5,3.5,2.5,0,0,PROB,SUS1,1,1,REG,REG,0,0,M,English,148409,19,1,0,1,0,2001,NA,0,NA,NA,1,1.25,3.75,0,NA,0,1,1,0,0,0,0,1,1.600000023841858,-0.07000000029802322,-0.14000000059604645,1.6699999570846558,-0.13999998569488525,-0.10000002384185791,1,0,0,0,1,0,0,1,0,1,0,0,1,1,0,1,-0.0700000524520874,0,0,-0.05000000074505806,-0.07500000298023224,-0.06750000268220901,3,0,0,1,0,0,1,0,-0.07000000029802322,0,Male,North America,Campus 3,English,Yes,Yes,No,Yes,No,NA,NA,All Students,On Academic Probation
2.5,0,1.5,0,20039,PROB,1.399999976158142,NA,1.399999976158142,NA,4.5,0,0,0,PROB,,1,0,REG,FINCA,0,0,F,English,148427,18,1,0,1,0,2003,NA,NA,NA,NA,NA,1.5,1.5,0,0,1,0,1,0,0,0,1,0,1.5,-0.10000000149011612,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,1,0,0,1,1,1,-0.10000002384185791,0,0,-0.05000000074505806,-0.07500000298023224,-0.08749999850988388,67,0,1,0,0,1,0,0,-0.10000000149011612,0,Female,North America,Campus 1,English,Yes,Yes,Yes,No,NA,NA,NA,All Students,On Academic Probation
2.5,0,2,0,20019,PROB,1.3600000143051147,NA,1.3600000143051147,NA,4,0,0,0,PROB,,1,0,REG,FINCA,0,0,F,English,148476,19,1,0,1,0,2001,NA,0,NA,NA,0,2,2,0,0,1,0,1,0,0,0,1,0,1.5,-0.14000000059604645,NA,NA,NA,NA,1,NA,0,NA,1,0,0,NA,NA,0,0,1,0,1,1,1,-0.13999998569488525,0,0,-0.15000000596046448,-0.125,-0.1274999976158142,11,0,0,1,0,0,0,1,-0.14000000059604645,0,Female,North America,Campus 2,English,Yes,Yes,Yes,No,No,NA,NA,All Students,On Academic Probation
2,3.5,2,3.5,19979,OKAY,1.6799999475479126,3.200000047683716,1.6799999475479126,2.509999990463257,4,4.5,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,148478,19,1,0,1,0,1997,5,0,1,1,1,2,5.5,0,NA,0,1,1,0,0,0,1,0,1.5,0.18000000715255737,1.7000000476837158,3.119999885559082,1.5,0.3200000524520874,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.1799999475479126,0.032399982213974,0.15000000596046448,0.17499999701976776,0.19249999523162842,22,0,0,1,0,0,0,1,0.18000000715255737,1,Female,North America,Campus 2,English,No,No,No,No,No,Yes,Yes,All Students,In Good Standing
2,2,2,2,19969,PROB,1.4299999475479126,2.3499999046325684,1.4299999475479126,1.8899999856948853,4,4,0,1,PROB,OKAY,1,1,REG,REG,0,1,F,English,148481,19,1,0,1,0,1996,5,0,1,1,1,2,4,0,NA,0,1,1,0,0,0,1,0,1.600000023841858,-0.17000000178813934,0.75,1.9900000095367432,0.7499998807907104,0.28999996185302734,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,-0.1700000762939453,0,0,-0.15000000596046448,-0.17499999701976776,-0.16750000417232513,6,0,0,1,0,0,0,1,-0.17000000178813934,0,Female,North America,Campus 3,English,Yes,Yes,No,No,No,Yes,Yes,All Students,On Academic Probation
3,2,3,2,20039,OKAY,1.600000023841858,3.1500000953674316,1.600000023841858,2.4100000858306885,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,148586,18,1,0,1,0,2003,NA,NA,NA,NA,NA,3,5,0,0,1,0,1,0,0,0,1,0,1.5,0.10000000149011612,1.649999976158142,NA,1.2000000476837158,0.3200000524520874,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.10000002384185791,0.010000004433095455,0.15000000596046448,0.125,0.11249999701976776,64,0,1,0,0,1,0,0,0.10000000149011612,1,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
2,2,1.5,2,20039,OKAY,1.649999976158142,2.7799999713897705,1.649999976158142,2.4100000858306885,4,4,1,1,OKAY,OKAY,1,1,REG,REG,1,1,F,English,148644,18,1,0,1,0,2003,NA,NA,NA,NA,NA,1.5,3.5,1,0,0,0,1,0,0,0,1,0,1.5,0.15000000596046448,1.2799999713897705,NA,1.7000000476837158,0.6700000762939453,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0.1499999761581421,0.022499993443489075,0.15000000596046448,0.17499999701976776,0.1525000035762787,69,0,1,0,0,1,0,0,0.15000000596046448,1,Female,North America,Campus 1,English,No,No,No,No,NA,NA,NA,All Students,In Good Standing
